"","Category_code","COG","Annotation","Category"
"226","D","COG2177","Cell division protein FtsX","Cell cycle control, cell division, chromosome partitioning"
"227","D","COG3266","Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain","Cell cycle control, cell division, chromosome partitioning"
"228","D","COG0772","Bacterial cell division protein FtsW, lipid II flippase","Cell cycle control, cell division, chromosome partitioning"
"229","D","COG2894","Septum formation inhibitor-activating ATPase MinD","Cell cycle control, cell division, chromosome partitioning"
"230","D","COG4839","Cell division protein FtsL","Cell cycle control, cell division, chromosome partitioning"
"231","D","COG1559","Cell division protein YceG, involved in septum cleavage","Cell cycle control, cell division, chromosome partitioning"
"232","D","COG2884","ABC-type ATPase involved in cell division","Cell cycle control, cell division, chromosome partitioning"
"233","D","COG5124","Protein predicted to be involved in meiotic recombination ","Cell cycle control, cell division, chromosome partitioning"
"234","D","COG3095","Chromosome condensin MukBEF, MukE localization factor","Cell cycle control, cell division, chromosome partitioning"
"235","D","COG3027","Cell division protein ZapA, inhibits GTPase activity of FtsZ","Cell cycle control, cell division, chromosome partitioning"
"236","D","COG3115","Cell division protein ZipA, interacts with FtsZ","Cell cycle control, cell division, chromosome partitioning"
"237","D","COG1300","Uncharacterized membrane protein SpoIIM, required for sporulation","Cell cycle control, cell division, chromosome partitioning"
"238","D","COG5537","Cohesin ","Cell cycle control, cell division, chromosome partitioning"
"239","D","COG3147","Cell division protein DedD (periplasmic protein involved in septation)","Cell cycle control, cell division, chromosome partitioning"
"240","D","COG1792","Cell shape-determining protein MreC","Cell cycle control, cell division, chromosome partitioning"
"241","E","COG4413","Urea transporter","Amino acid transport and metabolism"
"242","E","COG3104","Dipeptide/tripeptide permease","Amino acid transport and metabolism"
"243","E","COG0079","Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase","Amino acid transport and metabolism"
"244","E","COG0077","Prephenate dehydratase","Amino acid transport and metabolism"
"245","E","COG0804","Urease alpha subunit","Amino acid transport and metabolism"
"246","E","COG3591","V8-like Glu-specific endopeptidase","Amino acid transport and metabolism"
"247","E","COG2049","Allophanate hydrolase subunit 1","Amino acid transport and metabolism"
"248","E","COG1104","Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme","Amino acid transport and metabolism"
"249","E","COG4187","Arginine utilization protein RocB","Amino acid transport and metabolism"
"250","E","COG2171","Tetrahydrodipicolinate N-succinyltransferase","Amino acid transport and metabolism"
"251","E","COG4359","2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)","Amino acid transport and metabolism"
"252","E","COG0078","Ornithine carbamoyltransferase","Amino acid transport and metabolism"
"253","E","COG2755","Lysophospholipase L1 or related esterase","Amino acid transport and metabolism"
"254","E","COG4608","ABC-type oligopeptide transport system, ATPase component","Amino acid transport and metabolism"
"255","E","COG4583","Sarcosine oxidase gamma subunit","Amino acid transport and metabolism"
"256","E","COG2986","Histidine ammonia-lyase","Amino acid transport and metabolism"
"257","E","COG4161","ABC-type arginine transport system, ATPase component","Amino acid transport and metabolism"
"258","E","COG0031","Cysteine synthase","Amino acid transport and metabolism"
"259","E","COG0019","Diaminopimelate decarboxylase","Amino acid transport and metabolism"
"260","E","COG0040","ATP phosphoribosyltransferase","Amino acid transport and metabolism"
"261","E","COG2095","Small neutral amino acid transporter SnatA, MarC family","Amino acid transport and metabolism"
"262","E","COG4311","Sarcosine oxidase delta subunit","Amino acid transport and metabolism"
"263","E","COG2011","ABC-type methionine transport system, permease component","Amino acid transport and metabolism"
"264","E","COG1770","Protease II","Amino acid transport and metabolism"
"265","E","COG5630","Acetylglutamate synthase","Amino acid transport and metabolism"
"266","E","COG1231","Monoamine oxidase","Amino acid transport and metabolism"
"267","E","COG3724","Succinylarginine dihydrolase","Amino acid transport and metabolism"
"268","E","COG2008","Threonine aldolase","Amino acid transport and metabolism"
"269","E","COG2987","Urocanate hydratase","Amino acid transport and metabolism"
"270","E","COG5006","Threonine/homoserine efflux transporter RhtA","Amino acid transport and metabolism"
"271","E","COG0337","3-dehydroquinate synthetase","Amino acid transport and metabolism"
"272","E","COG0076","Glutamate or tyrosine decarboxylase or a related PLP-dependent protein","Amino acid transport and metabolism"
"273","E","COG0339","Zn-dependent oligopeptidase","Amino acid transport and metabolism"
"274","E","COG3186","Phenylalanine-4-hydroxylase","Amino acid transport and metabolism"
"275","E","COG4303","Ethanolamine ammonia-lyase, large subunit","Amino acid transport and metabolism"
"276","E","COG0253","Diaminopimelate epimerase","Amino acid transport and metabolism"
"277","E","COG0345","Pyrroline-5-carboxylate reductase","Amino acid transport and metabolism"
"278","E","COG4597","ABC-type amino acid transport system, permease component","Amino acid transport and metabolism"
"279","E","COG3579","Aminopeptidase C","Amino acid transport and metabolism"
"280","E","COG1126","ABC-type polar amino acid transport system, ATPase component","Amino acid transport and metabolism"
"281","E","COG1115","Na+/alanine symporter","Amino acid transport and metabolism"
"282","E","COG4766","Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)","Amino acid transport and metabolism"
"283","E","COG4392","Branched-chain amino acid transport protein","Amino acid transport and metabolism"
"284","E","COG4126","Asp/Glu/hydantoin racemase","Amino acid transport and metabolism"
"285","E","COG0010","Arginase family enzyme","Amino acid transport and metabolism"
"286","E","COG0083","Homoserine kinase","Amino acid transport and metabolism"
"287","E","COG1605","Chorismate mutase","Amino acid transport and metabolism"
"288","E","COG0421","Spermidine synthase","Amino acid transport and metabolism"
"289","E","COG0082","Chorismate synthase","Amino acid transport and metabolism"
"290","E","COG0786","Na+/glutamate symporter","Amino acid transport and metabolism"
"291","E","COG0334","Glutamate dehydrogenase/leucine dehydrogenase","Amino acid transport and metabolism"
"292","E","COG4917","Ethanolamine utilization protein EutP, contains a P-loop NTPase domain","Amino acid transport and metabolism"
"293","E","COG0411","ABC-type branched-chain amino acid transport system, ATPase component","Amino acid transport and metabolism"
"294","E","COG0814","Amino acid permease","Amino acid transport and metabolism"
"295","E","COG4865","Glutamate mutase epsilon subunit","Amino acid transport and metabolism"
"296","E","COG1246","N-acetylglutamate synthase or related acetyltransferase, GNAT family","Amino acid transport and metabolism"
"297","E","COG1247","L-amino acid N-acyltransferase YncA","Amino acid transport and metabolism"
"298","E","COG4992","Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase","Amino acid transport and metabolism"
"299","E","COG4598","ABC-type histidine transport system, ATPase component","Amino acid transport and metabolism"
"300","E","COG2988","Succinylglutamate desuccinylase","Amino acid transport and metabolism"
"301","E","COG4448","L-asparaginase II","Amino acid transport and metabolism"
"302","E","COG4690","Dipeptidase","Amino acid transport and metabolism"
"303","E","COG2071","Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain","Amino acid transport and metabolism"
"304","E","COG4177","ABC-type branched-chain amino acid transport system, permease component","Amino acid transport and metabolism"
"305","E","COG2195","Di- or tripeptidase","Amino acid transport and metabolism"
"306","E","COG2056","Predicted histidine transporter YuiF, NhaC family","Amino acid transport and metabolism"
"307","E","COG1113","L-asparagine transporter and related permeases","Amino acid transport and metabolism"
"308","E","COG0747","ABC-type transport system, periplasmic component","Amino acid transport and metabolism"
"309","E","COG1114","Branched-chain amino acid permeases","Amino acid transport and metabolism"
"310","E","COG0833","Amino acid permease","Amino acid transport and metabolism"
"311","E","COG1823","L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family","Amino acid transport and metabolism"
"312","E","COG0754","Glutathionylspermidine synthase","Amino acid transport and metabolism"
"313","E","COG0367","Asparagine synthetase B (glutamine-hydrolyzing)","Amino acid transport and metabolism"
"314","E","COG0069","Glutamate synthase domain 2","Amino acid transport and metabolism"
"315","E","COG0014","Gamma-glutamyl phosphate reductase","Amino acid transport and metabolism"
"316","E","COG4229","Enolase-phosphatase E1 involved in merthionine salvage","Amino acid transport and metabolism"
"317","E","COG3633","Na+/serine symporter","Amino acid transport and metabolism"
"318","E","COG0002","N-acetyl-gamma-glutamylphosphate reductase","Amino acid transport and metabolism"
"319","E","COG3200","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II","Amino acid transport and metabolism"
"320","E","COG3457","Predicted amino acid racemase","Amino acid transport and metabolism"
"321","E","COG0722","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase","Amino acid transport and metabolism"
"322","E","COG4810","Ethanolamine utilization protein EutS, ethanolamine utilization microcompartment shell protein","Amino acid transport and metabolism"
"323","E","COG1834","N-Dimethylarginine dimethylaminohydrolase","Amino acid transport and metabolism"
"324","E","COG2309","Leucyl aminopeptidase (aminopeptidase T)","Amino acid transport and metabolism"
"325","E","COG0287","Prephenate dehydrogenase","Amino acid transport and metabolism"
"326","E","COG3643","Glutamate formiminotransferase","Amino acid transport and metabolism"
"327","E","COG1984","Allophanate hydrolase subunit 2","Amino acid transport and metabolism"
"328","E","COG3075","Anaerobic glycerol-3-phosphate dehydrogenase","Amino acid transport and metabolism"
"329","E","COG0065","Homoaconitase/3-isopropylmalate dehydratase large subunit","Amino acid transport and metabolism"
"330","E","COG4091","Predicted homoserine dehydrogenase, contains C-terminal SAF domain","Amino acid transport and metabolism"
"331","E","COG4230","Delta 1-pyrroline-5-carboxylate dehydrogenase","Amino acid transport and metabolism"
"332","E","COG4160","ABC-type arginine/histidine transport system, permease component","Amino acid transport and metabolism"
"333","E","COG4401","Chorismate mutase","Amino acid transport and metabolism"
"334","E","COG3340","Peptidase E","Amino acid transport and metabolism"
"335","E","COG3705","ATP phosphoribosyltransferase regulatory subunit HisZ","Amino acid transport and metabolism"
"336","E","COG3138","Arginine/ornithine N-succinyltransferase beta subunit","Amino acid transport and metabolism"
"337","E","COG4166","ABC-type oligopeptide transport system, periplasmic component","Amino acid transport and metabolism"
"338","E","COG1586","S-adenosylmethionine decarboxylase or arginine decarboxylase","Amino acid transport and metabolism"
"339","E","COG0067","Glutamate synthase domain 1","Amino acid transport and metabolism"
"340","E","COG4857","5-Methylthioribose kinase, methionine salvage pathway","Amino acid transport and metabolism"
"341","E","COG1135","ABC-type methionine transport system, ATPase component","Amino acid transport and metabolism"
"342","E","COG1945","Pyruvoyl-dependent arginine decarboxylase (PvlArgDC)","Amino acid transport and metabolism"
"343","E","COG0070","Glutamate synthase domain 3","Amino acid transport and metabolism"
"344","E","COG0757","3-dehydroquinate dehydratase","Amino acid transport and metabolism"
"345","E","COG1296","Predicted branched-chain amino acid permease (azaleucine resistance)","Amino acid transport and metabolism"
"346","E","COG4175","ABC-type proline/glycine betaine transport system, ATPase component","Amino acid transport and metabolism"
"347","E","COG3232","5-carboxymethyl-2-hydroxymuconate isomerase","Amino acid transport and metabolism"
"348","E","COG0006","Xaa-Pro aminopeptidase","Amino acid transport and metabolism"
"349","E","COG2856","Zn-dependent peptidase ImmA, M78 family","Amino acid transport and metabolism"
"350","E","COG0831","Urease gamma subunit","Amino acid transport and metabolism"
"351","E","COG3616","D-serine deaminase, pyridoxal phosphate-dependent","Amino acid transport and metabolism"
"352","E","COG1897","Homoserine trans-succinylase","Amino acid transport and metabolism"
"353","E","COG1982","Arginine/lysine/ornithine decarboxylase","Amino acid transport and metabolism"
"354","E","COG2902","NAD-specific glutamate dehydrogenase","Amino acid transport and metabolism"
"355","E","COG1166","Arginine decarboxylase (spermidine biosynthesis)","Amino acid transport and metabolism"
"356","E","COG1177","ABC-type spermidine/putrescine transport system, permease component II","Amino acid transport and metabolism"
